,P,I,V,Q,N,L,Q,G,Q,M,V,H,Q,A,I,S,P,R,T,L,N,A,W,V,K,V,V,E,E,K,A,F,S,P,E,V,I,P,M,F,S,A,L,S,E,G,A,T,P,Q,D,L,N,T,M,L,N,T,V,G,G,H,Q,A,A,M,Q,M,L,K,E,T,I,N,E,E,A,A,E,W,D,R,L,H,P,V,H,A,G,P,I,A,A,G,Q,M,R,E,P,R,G,S,D,I,A,G,T,T,S,T,L,Q,E,Q,I,G,W,M,T,H,N,P,P,I,P,V,G,E,I,Y,K,R,W,I,I,L,G,L,N,K,I,V,R,M,Y
N,0.6668927669525146,0.6947082281112671,0.7367706298828125,0.7910446524620056,0.7455902099609375,0.7605155110359192,0.7476254105567932,0.8161464929580688,0.7096336483955383,0.6994571685791016,0.7489822506904602,0.7048845291137695,0.7747625708580017,0.7225236892700195,0.7150609493255615,0.7354137897491455,0.7014924883842468,0.7211669087409973,0.6824965476989746,0.7238805294036865,0.747625470161438,0.7082766890525818,0.7157394289970398,0.733378529548645,0.7008140683174133,0.8168248534202576,0.7408412098884583,0.7184531092643738,0.7232020497322083,0.6886023283004761,0.7584801912307739,0.7177746891975403,0.7713704109191895,0.6899592876434326,0.7001356482505798,0.7184531092643738,0.7225236892700195,0.7516961097717285,0.6675712466239929,0.7632291913032532,0.6791045069694519,0.7896879315376282,0.7408410906791687,0.7442333698272705,0.6750338077545166,0.738805890083313,0.7652645111083984,0.7218452095985413,0.6635006666183472,0.7075982689857483,0.6770691275596619,0.736092209815979,0.6953866481781006,0.750339150428772,0.6506105065345764,0.7421979904174805,0.7150610089302063,0.7354137301445007,0.7544097900390625,0.7767977714538574,0.7164177894592285,0.6723201274871826,0.727951169013977,0.738805890083313,0.7903662919998169,0.6818181276321411,0.7788330316543579,0.6668927073478699,0.736092209815979,0.7082766890525818,0.6648575067520142,0.6777476072311401,0.7632291913032532,0.6906377077102661,0.6777476072311401,0.6607869267463684,0.7320216298103333,0.7951152920722961,0.6519673466682434,0.7008140087127686,0.7150610089302063,0.6621437668800354,0.7137041091918945,0.7327000498771667,0.6913160681724548,0.6635006070137024,0.6689280271530151,0.7096336483955383,0.733378529548645,0.6675711870193481,0.9246946573257446,0.43894162774086,0.86227947473526,0.5244232416152954,0.8012211918830872,0.7130256295204163,0.7333784699440002,0.6445046663284302,0.7340569496154785,0.6994571089744568,0.7306647300720215,0.6709632873535156,0.7320216298103333,0.7272726893424988,0.7354137301445007,0.7238805890083313,0.7103119492530823,0.7123472690582275,0.7069199681282043,0.6899592280387878,0.7279511094093323,0.7523744702339172,0.7381274700164795,0.7164178490638733,0.767978310585022,0.6628221869468689,0.7137041091918945,0.6974219083786011,0.7299863696098328,0.6960650682449341,0.7130257487297058,0.6675711870193481,0.6580731272697449,0.7632293701171875,0.7211668491363525,0.7130257487297058,0.7483038902282715,0.6899592280387878,0.7449116706848145,0.7340569496154785,0.6953867077827454,0.6499320864677429,0.7238805890083313,0.7856171727180481,0.738805890083313,0.7557665109634399,0.7042061686515808,0.7605155110359192,0.6987786293029785,0.6723201274871826,0.7069198489189148,0.7069198489189148,0.7021709084510803,0.6648575067520142,0.7578018307685852
G,0.5278154015541077,0.5556308627128601,0.5976932644844055,0.6519674062728882,0.6065127849578857,0.6214382648468018,0.6085480451583862,0.6770691871643066,0.5705562233924866,0.5603799223899841,0.6099050045013428,0.5658072829246521,0.63568514585495,0.5834462642669678,0.5759835839271545,0.5963364243507385,0.5624151229858398,0.5820896029472351,0.5434191226959229,0.5848031640052795,0.6085480451583862,0.5691993236541748,0.5766621232032776,0.594301164150238,0.5617367625236511,0.6777474284172058,0.6017637848854065,0.5793757438659668,0.5841246247291565,0.5495250225067139,0.6194029450416565,0.5786972641944885,0.6322929859161377,0.5508818626403809,0.5610582828521729,0.5793758034706116,0.5834462642669678,0.6126186847686768,0.5284938216209412,0.6241519451141357,0.5400270223617554,0.6506105065345764,0.6017637848854065,0.6051560044288635,0.5359565615653992,0.5997286438941956,0.6261870861053467,0.582767903804779,0.5244233012199402,0.5685209631919861,0.5379917621612549,0.5970149636268616,0.5563093423843384,0.6112617254257202,0.5115332007408142,0.6031206846237183,0.5759837627410889,0.5963364243507385,0.6153323650360107,0.6377203464508057,0.5773405432701111,0.5332428216934204,0.5888738036155701,0.5997286438941956,0.6512888669967651,0.5427407622337341,0.6397557854652405,0.5278154015541077,0.5970149040222168,0.5691995024681091,0.5257801413536072,0.5386702418327332,0.6241519451141357,0.5515603423118591,0.5386702418327332,0.5217095613479614,0.5929442048072815,0.6560379862785339,0.5128899812698364,0.5617367029190063,0.5759835839271545,0.5230664014816284,0.5746266841888428,0.5936227440834045,0.5522387027740479,0.5244233012199402,0.5298506617546082,0.5705562233924866,0.594301164150238,0.5284938216209412,0.7856172919273376,0.2998642027378082,0.7232020497322083,0.3853459656238556,0.6621438264846802,0.573948323726654,0.594301164150238,0.5054273009300232,0.5949795246124268,0.5603799223899841,0.591587483882904,0.5318859815597534,0.5929442048072815,0.5881953239440918,0.5963364243507385,0.5848031640052795,0.5712346434593201,0.5732699036598206,0.5678425431251526,0.5508818626403809,0.5888738036155701,0.6132972240447998,0.5990501046180725,0.5773404240608215,0.6289008855819702,0.5237448811531067,0.5746268630027771,0.5583446025848389,0.5909090042114258,0.5569877028465271,0.573948323726654,0.5284938216209412,0.5189958810806274,0.6241519451141357,0.5820894241333008,0.5739483833312988,0.6092265844345093,0.5508818626403809,0.6058343648910522,0.5949795246124268,0.5563092231750488,0.5108547806739807,0.5848031640052795,0.6465400457382202,0.599728524684906,0.6166890859603882,0.5651288628578186,0.6214380860328674,0.5597013831138611,0.5332428216934204,0.5678424835205078,0.567842423915863,0.5630936026573181,0.5257801413536072,0.6187245845794678
T,0.3548167943954468,0.38263219594955444,0.424694687128067,0.4789687395095825,0.4335141181945801,0.4484395980834961,0.43554940819740295,0.5040705800056458,0.3975575864315033,0.38738125562667847,0.4369063377380371,0.39280861616134644,0.46268635988235474,0.4104476273059845,0.40298494696617126,0.42333778738975525,0.38941648602485657,0.4090908467769623,0.3704204857349396,0.41180452704429626,0.4355495572090149,0.39620068669319153,0.4036634862422943,0.4213026463985443,0.3887381851673126,0.5047489404678345,0.4287651479244232,0.4063771665096283,0.41112613677978516,0.3765263855457306,0.44640427827835083,0.40569862723350525,0.45929446816444397,0.37788331508636475,0.3880596458911896,0.4063771665096283,0.4104476273059845,0.4396200180053711,0.3554953336715698,0.4511532783508301,0.36702829599380493,0.4776119887828827,0.4287651479244232,0.43215736746788025,0.3629579246044159,0.4267300069332123,0.45318856835365295,0.4097692370414734,0.35142457485198975,0.3955223858356476,0.36499321460723877,0.42401617765426636,0.38331058621406555,0.43826308846473694,0.33853456377983093,0.430122047662735,0.40298494696617126,0.42333778738975525,0.442333847284317,0.46472182869911194,0.4043418765068054,0.3602442443370819,0.4158751368522644,0.4267300069332123,0.47829023003578186,0.36974218487739563,0.4667571187019348,0.354816734790802,0.4240163266658783,0.39620068669319153,0.3527815043926239,0.36567166447639465,0.4511532783508301,0.37856167554855347,0.3656715154647827,0.34871089458465576,0.4199455678462982,0.48303934931755066,0.3398914039134979,0.3887380361557007,0.4029850959777832,0.3500678241252899,0.40162819623947144,0.42062410712242126,0.3792400658130646,0.3514247238636017,0.35685208439826965,0.3975575864315033,0.4213024973869324,0.3554951846599579,0.6126186847686768,0.1268657147884369,0.5502035617828369,0.21234731376171112,0.4891452491283417,0.4009496569633484,0.4213024973869324,0.3324287533760071,0.4219808578491211,0.38738110661506653,0.4185888171195984,0.3588874042034149,0.4199455678462982,0.4151967465877533,0.42333778738975525,0.41180452704429626,0.3982359766960144,0.4002712666988373,0.3948439061641693,0.3778832256793976,0.4158751368522644,0.4402984082698822,0.42605146765708923,0.4043418765068054,0.45590224862098694,0.3507462739944458,0.40162819623947144,0.38534581661224365,0.4179104268550873,0.38398903608322144,0.4009498059749603,0.3554951846599579,0.3459972143173218,0.4511532783508301,0.40909093618392944,0.4009498059749603,0.43622779846191406,0.3778832256793976,0.43283572793006897,0.4219808578491211,0.3833105266094208,0.33785611391067505,0.41180452704429626,0.4735412299633026,0.4267300069332123,0.44369059801101685,0.3921300768852234,0.4484395980834961,0.3867027163505554,0.3602442443370819,0.3948439061641693,0.3948439061641693,0.3900948762893677,0.3527815043926239,0.4457259178161621
G,0.5474898219108582,0.5753052234649658,0.6173677444458008,0.6716417074203491,0.6261870861053467,0.6411125063896179,0.6282225251197815,0.6967434883117676,0.5902306437492371,0.5800542235374451,0.6295793056488037,0.5854816436767578,0.6553594470024109,0.6031206846237183,0.5956580638885498,0.6160107254981995,0.5820894837379456,0.6017638444900513,0.5630936026573181,0.6044774651527405,0.6282223463058472,0.5888738036155701,0.5963364243507385,0.6139754056930542,0.5814110636711121,0.6974220275878906,0.6214381456375122,0.5990501046180725,0.6037992238998413,0.5691995024681091,0.639077365398407,0.5983717441558838,0.6519672274589539,0.5705562233924866,0.5807326436042786,0.5990501046180725,0.6031208038330078,0.6322929859161377,0.5481681823730469,0.6438261866569519,0.5597014427185059,0.6702849268913269,0.6214382648468018,0.6248303055763245,0.5556308627128601,0.6194029450416565,0.6458615064620972,0.6024423241615295,0.5440976023674011,0.5881953239440918,0.5576661825180054,0.6166892647743225,0.5759837031364441,0.6309362053871155,0.5312075018882751,0.6227951645851135,0.5956580638885498,0.6160109043121338,0.6350067257881165,0.6573947668075562,0.5970149636268616,0.5529171824455261,0.6085480451583862,0.6194029450416565,0.6709632873535156,0.5624151229858398,0.6594300866127014,0.5474897623062134,0.6166892051696777,0.5888738036155701,0.5454545021057129,0.5583446025848389,0.6438261866569519,0.5712346434593201,0.5583445429801941,0.5413839221000671,0.6126186847686768,0.6757122874259949,0.5325643420219421,0.5814111232757568,0.5956578850746155,0.5427407622337341,0.5943012833595276,0.6132970452308655,0.5719130039215088,0.5440976023674011,0.5495250225067139,0.5902305245399475,0.6139754056930542,0.5481681823730469,0.8052915930747986,0.31953850388526917,0.7428763508796692,0.40502026677131653,0.6818181276321411,0.5936227440834045,0.6139755845069885,0.5251017212867737,0.6146540641784668,0.5800542235374451,0.6112617254257202,0.5515602827072144,0.6126186847686768,0.6078696846961975,0.6160107254981995,0.6044774651527405,0.5909090638160706,0.592944324016571,0.5875168442726135,0.5705562233924866,0.6085480451583862,0.632971465587616,0.6187244653701782,0.5970149040222168,0.6485751867294312,0.5434192419052124,0.594301164150238,0.5780189037322998,0.6105833649635315,0.5766621232032776,0.5936227440834045,0.5481681823730469,0.5386701822280884,0.6438261866569519,0.6017638444900513,0.5936227440834045,0.6289008855819702,0.5705562233924866,0.6255088448524475,0.6146539449691772,0.5759837031364441,0.5305291414260864,0.6044774651527405,0.6662143468856812,0.6194029450416565,0.6363635659217834,0.5848031640052795,0.6411125063896179,0.5793758034706116,0.5529171824455261,0.5875169634819031,0.5875170230865479,0.582767903804779,0.5454545021057129,0.6383988261222839
G,0.5217095613479614,0.5495250225067139,0.591587483882904,0.6458615064620972,0.6004070043563843,0.6153323650360107,0.6024423241615295,0.6709632873535156,0.5644503831863403,0.5542740225791931,0.6037992238998413,0.5597013831138611,0.6295793056488037,0.5773405432701111,0.5698778629302979,0.5902307033538818,0.5563093423843384,0.5759835839271545,0.5373134016990662,0.5786972641944885,0.60244220495224,0.5630936026573181,0.5705562233924866,0.588195264339447,0.5556308031082153,0.6716417074203491,0.5956578850746155,0.5732700824737549,0.5780189037322998,0.5434191226959229,0.6132972240447998,0.5725915431976318,0.6261872053146362,0.5447760820388794,0.5549523830413818,0.5732700824737549,0.5773405432701111,0.6065127849578857,0.5223879218101501,0.6180460453033447,0.5339211821556091,0.6445046067237854,0.5956580638885498,0.5990502834320068,0.5298506021499634,0.593622624874115,0.6200813055038452,0.5766621232032776,0.5183173418045044,0.5624150633811951,0.5318859219551086,0.5909090638160706,0.5502034425735474,0.6051560044288635,0.5054273009300232,0.5970149636268616,0.5698777437210083,0.5902307033538818,0.6092264652252197,0.6316145658493042,0.5712346434593201,0.5271369218826294,0.582767903804779,0.593622624874115,0.6451831459999084,0.5366348624229431,0.6336498856544495,0.5217095613479614,0.590908944606781,0.5630936026573181,0.5196742415428162,0.5325644016265869,0.6180461645126343,0.5454544425010681,0.5325642824172974,0.5156038403511047,0.5868384838104248,0.6499320864677429,0.5067841410636902,0.5556309223175049,0.5698777437210083,0.5169605612754822,0.5685209631919861,0.5875168442726135,0.5461329817771912,0.5183173418045044,0.5237448811531067,0.5644503831863403,0.5881953835487366,0.5223879218101501,0.779511570930481,0.2937583327293396,0.7170961499214172,0.3792402148246765,0.6560378670692444,0.5678425431251526,0.5881953835487366,0.49932143092155457,0.5888738036155701,0.5542740225791931,0.585481584072113,0.5257800221443176,0.5868384838104248,0.5820894837379456,0.5902307033538818,0.5786974430084229,0.5651288628578186,0.5671641826629639,0.5617367029190063,0.5447760820388794,0.582767903804779,0.6071913242340088,0.5929443836212158,0.5712347626686096,0.6227949857711792,0.5176389813423157,0.5685210824012756,0.5522387027740479,0.5848031640052795,0.5508819818496704,0.5678425431251526,0.5223881006240845,0.5128901600837708,0.6180460453033447,0.5759835839271545,0.5678425431251526,0.6031206846237183,0.5447760820388794,0.5997286438941956,0.5888738036155701,0.5502034425735474,0.5047489404678345,0.5786974430084229,0.6404341459274292,0.593622624874115,0.6105833649635315,0.5590230226516724,0.6153323650360107,0.5535956621170044,0.5271369218826294,0.5617368221282959,0.5617367029190063,0.5569877028465271,0.5196744203567505,0.6126185059547424
K,0.43283581733703613,0.4606512188911438,0.5027136206626892,0.5569877028465271,0.5115330815315247,0.5264585614204407,0.5135684609413147,0.5820894837379456,0.47557660937309265,0.46540018916130066,0.5149253010749817,0.47082754969596863,0.5407054424285889,0.48846670985221863,0.4810039699077606,0.5013567805290222,0.4674355089664459,0.48710986971855164,0.44843950867652893,0.48982346057891846,0.5135683417320251,0.4742197096347809,0.4816824197769165,0.49932149052619934,0.46675702929496765,0.5827680230140686,0.5067841410636902,0.4843961000442505,0.48914510011672974,0.4545453190803528,0.524423360824585,0.48371773958206177,0.5373132824897766,0.45590224862098694,0.46607866883277893,0.48439618945121765,0.48846670985221863,0.5176389813423157,0.43351420760154724,0.5291722416877747,0.44504743814468384,0.5556309223175049,0.5067841410636902,0.5101763606071472,0.4409768581390381,0.5047489404678345,0.5312075018882751,0.48778825998306274,0.4294436275959015,0.4735413193702698,0.44301214814186096,0.5020352602005005,0.4613296687602997,0.5162821412086487,0.4165534973144531,0.5081411600112915,0.4810039699077606,0.5013567209243774,0.5203527212142944,0.5427407622337341,0.48236095905303955,0.4382631778717041,0.4938940703868866,0.5047489404678345,0.5563093423843384,0.4477611184120178,0.5447759628295898,0.43283572793006897,0.5020352602005005,0.47421976923942566,0.4308004677295685,0.44369059801101685,0.5291722416877747,0.45658063888549805,0.44369056820869446,0.4267299175262451,0.49796465039253235,0.5610582828521729,0.4179103970527649,0.46675702929496765,0.4810040593147278,0.4280867576599121,0.47964727878570557,0.4986431300640106,0.45725908875465393,0.4294435977935791,0.43487104773521423,0.4755765497684479,0.49932143092155457,0.43351420760154724,0.6906375885009766,0.20488449931144714,0.6282224655151367,0.2903663218021393,0.5671641230583191,0.47896867990493774,0.49932149052619934,0.4104476869106293,0.4999999701976776,0.46540018916130066,0.4966077506542206,0.43690624833106995,0.49796465039253235,0.4932156801223755,0.5013567805290222,0.4898235499858856,0.47625499963760376,0.47829028964042664,0.4728628695011139,0.45590224862098694,0.4938940703868866,0.5183175206184387,0.5040704607963562,0.4823608994483948,0.5339211821556091,0.428765207529068,0.4796472191810608,0.4633648991584778,0.4959293603897095,0.4620080590248108,0.4789687395095825,0.43351420760154724,0.42401617765426636,0.5291722416877747,0.48710986971855164,0.4789687395095825,0.5142468810081482,0.45590224862098694,0.5108548402786255,0.4999999701976776,0.4613296687602997,0.41587507724761963,0.4898235499858856,0.5515603423118591,0.5047489404678345,0.5217095613479614,0.4701491892337799,0.5264586210250854,0.46472182869911194,0.4382631778717041,0.47286292910575867,0.4728628695011139,0.46811386942863464,0.43080052733421326,0.5237448811531067
S,0.36160099506378174,0.38941648602485657,0.431478887796402,0.48575302958488464,0.4402984082698822,0.45522379875183105,0.4423336088657379,0.5108546614646912,0.4043418765068054,0.39416539669036865,0.4436904489994049,0.3995928168296814,0.4694707989692688,0.41723203659057617,0.40976929664611816,0.43012213706970215,0.3962007462978363,0.4158751368522644,0.37720492482185364,0.4185888171195984,0.4423336982727051,0.4029850363731384,0.4104476273059845,0.4280867576599121,0.3955222964286804,0.5115332007408142,0.4355494976043701,0.4131614565849304,0.4179104268550873,0.38331058621406555,0.45318856835365295,0.4124830663204193,0.46607857942581177,0.3846675157546997,0.3948439061641693,0.41316136717796326,0.4172319769859314,0.44640427827835083,0.3622794449329376,0.4579375386238098,0.3738127052783966,0.4843961000442505,0.4355495572090149,0.43894147872924805,0.36974212527275085,0.4335141181945801,0.4599728286266327,0.41655343770980835,0.35820886492729187,0.40230658650398254,0.37177741527557373,0.4308004379272461,0.3900948762893677,0.445047527551651,0.3453187644481659,0.4369063377380371,0.4097692370414734,0.430122047662735,0.4491179585456848,0.4715060889720917,0.41112613677978516,0.36702844500541687,0.42265939712524414,0.4335141181945801,0.48507463932037354,0.3765263855457306,0.4735412299633026,0.36160099506378174,0.4308004379272461,0.4029850959777832,0.35956576466560364,0.3724558651447296,0.4579375386238098,0.3853459656238556,0.37245580554008484,0.3554951846599579,0.4267300069332123,0.48982346057891846,0.34667569398880005,0.3955223858356476,0.4097692370414734,0.3568520247936249,0.40841245651245117,0.427408367395401,0.3860244154930115,0.35820886492729187,0.3636362850666046,0.4043418765068054,0.4280867576599121,0.3622794449329376,0.6194029450416565,0.13364984095096588,0.5569877028465271,0.2191314399242401,0.4959293603897095,0.4077340066432953,0.4280867576599121,0.33921295404434204,0.428765207529068,0.3941655457019806,0.4253730773925781,0.3656715154647827,0.4267300069332123,0.42198094725608826,0.430122047662735,0.4185888171195984,0.4050203263759613,0.4070556163787842,0.40162819623947144,0.3846675157546997,0.42265939712524414,0.44708266854286194,0.43283572793006897,0.41112613677978516,0.4626865088939667,0.35753047466278076,0.40841230750083923,0.3921302258968353,0.424694687128067,0.39077338576316833,0.4077339470386505,0.3622794449329376,0.3527815043926239,0.4579375386238098,0.4158751368522644,0.4077340066432953,0.4430122375488281,0.3846675157546997,0.4396200180053711,0.4287651479244232,0.39009493589401245,0.3446403443813324,0.4185888171195984,0.4803256690502167,0.4335141181945801,0.45047488808631897,0.39891451597213745,0.45522385835647583,0.3934871554374695,0.36702844500541687,0.40162819623947144,0.40162819623947144,0.3968791365623474,0.35956576466560364,0.4525100290775299
I,0.40230658650398254,0.430122047662735,0.4721844792366028,0.5264585614204407,0.4810040593147278,0.4959293603897095,0.48303934931755066,0.5515603423118591,0.44504737854003906,0.43487104773521423,0.4843962490558624,0.4402984082698822,0.5101763010025024,0.4579375386238098,0.45047488808631897,0.47082769870758057,0.4369063377380371,0.45658063888549805,0.4179104268550873,0.45929431915283203,0.4830392003059387,0.44369059801101685,0.4511532783508301,0.46879225969314575,0.43622779846191406,0.5522387027740479,0.4762549102306366,0.45386695861816406,0.4586159288883209,0.42401617765426636,0.4938940703868866,0.45318856835365295,0.5067842602729797,0.4253731667995453,0.43554940819740295,0.45386695861816406,0.4579375386238098,0.4871097803115845,0.40298494696617126,0.49864304065704346,0.41451820731163025,0.5251016020774841,0.47625505924224854,0.47964727878570557,0.4104476869106293,0.4742196202278137,0.5006783604621887,0.4572591483592987,0.3989144265651703,0.44301214814186096,0.41248297691345215,0.47150593996047974,0.43080052733421326,0.48575302958488464,0.3860244154930115,0.47761183977127075,0.45047473907470703,0.47082754969596863,0.48982346057891846,0.5122116208076477,0.4518316388130188,0.4077340066432953,0.4633648991584778,0.4742196202278137,0.5257801413536072,0.4172319769859314,0.5142467617988586,0.4023066461086273,0.47150593996047974,0.44369059801101685,0.4002712666988373,0.4131614565849304,0.4986431896686554,0.42605146765708923,0.4131614565849304,0.3962007462978363,0.4674355089664459,0.5305291414260864,0.3873811960220337,0.436227947473526,0.45047473907470703,0.3975575864315033,0.4491179585456848,0.46811386942863464,0.4267300069332123,0.3989144265651703,0.40434178709983826,0.44504737854003906,0.4687924087047577,0.4029850363731384,0.6601085662841797,0.17435534298419952,0.5976932048797607,0.2598370909690857,0.5366348624229431,0.4484395980834961,0.4687924087047577,0.37991851568222046,0.4694707989692688,0.43487104773521423,0.46607857942581177,0.4063771069049835,0.4674355089664459,0.4626865088939667,0.47082769870758057,0.45929446816444397,0.4457259178161621,0.4477611184120178,0.4423336982727051,0.4253730773925781,0.4633648991584778,0.4877881705760956,0.4735413193702698,0.45183172821998596,0.5033920407295227,0.3982359766960144,0.4491179585456848,0.43283572793006897,0.46540018916130066,0.43147897720336914,0.4484395980834961,0.4029850959777832,0.3934870660305023,0.49864304065704346,0.45658063888549805,0.44843950867652893,0.48371773958206177,0.4253730773925781,0.4803256690502167,0.4694707989692688,0.4308004379272461,0.3853459656238556,0.45929446816444397,0.5210312008857727,0.4742196202278137,0.4911803901195526,0.4396200180053711,0.4959293603897095,0.4341926574707031,0.4077340066432953,0.4423336088657379,0.4423336982727051,0.437584787607193,0.40027135610580444,0.49321553111076355
Y,0.5651288628578186,0.592944324016571,0.6350067257881165,0.6892808675765991,0.6438261866569519,0.6587516665458679,0.6458615660667419,0.7143824696540833,0.6078696250915527,0.5976933240890503,0.6472183465957642,0.6031206846237183,0.6729986071586609,0.6207597851753235,0.6132971048355103,0.6336498856544495,0.5997285842895508,0.6194028854370117,0.5807326436042786,0.6221166253089905,0.6458615660667419,0.6065128445625305,0.6139755249023438,0.6316145658493042,0.5990501642227173,0.7150610089302063,0.6390772461891174,0.6166892051696777,0.6214382648468018,0.5868384838104248,0.6567162871360779,0.6160107851028442,0.6696063876152039,0.5881953239440918,0.598371684551239,0.6166892051696777,0.6207597851753235,0.6499320864677429,0.5658072829246521,0.6614653468132019,0.5773404240608215,0.6879240274429321,0.6390773057937622,0.6424693465232849,0.5732699036598206,0.6370419859886169,0.6635006070137024,0.6200813055038452,0.5617367029190063,0.605834424495697,0.5753052234649658,0.6343282461166382,0.5936227440834045,0.6485752463340759,0.5488466024398804,0.6404341459274292,0.6132970452308655,0.6336498856544495,0.6526457667350769,0.6750337481498718,0.6146539449691772,0.5705562233924866,0.6261872053146362,0.6370421051979065,0.6886023283004761,0.5800542235374451,0.6770691275596619,0.5651288628578186,0.634328305721283,0.6065128445625305,0.5630935430526733,0.5759835839271545,0.6614653468132019,0.5888738036155701,0.5759837031364441,0.5590230226516724,0.6302576661109924,0.6933514475822449,0.5502034425735474,0.5990501642227173,0.6132971048355103,0.5603798627853394,0.6119402647018433,0.6309361457824707,0.5895521640777588,0.5617367625236511,0.5671641230583191,0.6078696846961975,0.6316145658493042,0.5658072233200073,0.8229307532310486,0.33717772364616394,0.7605155110359192,0.42265933752059937,0.6994572281837463,0.6112618446350098,0.6316145658493042,0.5427408218383789,0.6322930455207825,0.5976932644844055,0.6289008855819702,0.5691993832588196,0.6302577257156372,0.6255087852478027,0.6336498856544495,0.6221166253089905,0.6085481643676758,0.6105833649635315,0.6051560044288635,0.5881953239440918,0.6261872053146362,0.6506105065345764,0.6363635659217834,0.6146538853645325,0.6662143468856812,0.5610582828521729,0.6119402050971985,0.595658004283905,0.6282224655151367,0.5943012237548828,0.6112618446350098,0.5658072829246521,0.5563092827796936,0.6614653468132019,0.6194028854370117,0.611261785030365,0.6465399861335754,0.5881953239440918,0.6431478261947632,0.6322929859161377,0.5936226844787598,0.5481681823730469,0.6221166253089905,0.6838535070419312,0.6370419859886169,0.6540025472640991,0.6024422645568848,0.6587516069412231,0.5970149040222168,0.5705562829971313,0.6051559448242188,0.6051560044288635,0.6004070043563843,0.5630936026573181,0.6560379266738892
G,0.38059699535369873,0.4084123969078064,0.45047488808631897,0.5047489404678345,0.45929446816444397,0.47421976923942566,0.4613296091556549,0.5298507213592529,0.42333778738975525,0.4131614565849304,0.4626865088939667,0.4185888171195984,0.4884665608406067,0.43622779846191406,0.4287651479244232,0.4491179585456848,0.41519659757614136,0.43487104773521423,0.39620068669319153,0.4375847280025482,0.46132975816726685,0.4219808578491211,0.42944368720054626,0.4470828175544739,0.41451820731163025,0.5305291414260864,0.4545453190803528,0.43215736746788025,0.4369063377380371,0.40230658650398254,0.4721844792366028,0.43147897720336914,0.48507463932037354,0.4036634862422943,0.41383981704711914,0.43215736746788025,0.436227947473526,0.46540018916130066,0.38127535581588745,0.47693344950675964,0.39280861616134644,0.5033920407295227,0.4545453190803528,0.4579375386238098,0.38873809576034546,0.45251017808914185,0.4789687395095825,0.43554940819740295,0.3772047758102417,0.42130255699157715,0.39077338576316833,0.4497963488101959,0.4090907871723175,0.4640432894229889,0.3643147647380829,0.45590224862098694,0.4287651479244232,0.4491179585456848,0.4681140184402466,0.4905019998550415,0.430122047662735,0.3860244154930115,0.44165530800819397,0.45251017808914185,0.5040705800056458,0.3955223858356476,0.4925372898578644,0.38059699535369873,0.44979649782180786,0.4219808578491211,0.37856167554855347,0.3914518654346466,0.47693344950675964,0.4043418765068054,0.39145177602767944,0.3744910955429077,0.44572576880455017,0.5088195204734802,0.3656716048717499,0.41451820731163025,0.42876529693603516,0.3758479952812195,0.427408367395401,0.44640427827835083,0.40502026677131653,0.37720492482185364,0.3826322853565216,0.4233379364013672,0.44708266854286194,0.38127535581588745,0.6383988261222839,0.15264590084552765,0.5759837627410889,0.23812749981880188,0.5149254202842712,0.42672985792160034,0.44708266854286194,0.35820892453193665,0.447761207818985,0.4131613075733185,0.44436898827552795,0.3846675753593445,0.44572576880455017,0.44097691774368286,0.4491179585456848,0.4375847280025482,0.42401617765426636,0.42605137825012207,0.42062410712242126,0.40366342663764954,0.44165530800819397,0.46607857942581177,0.4518316388130188,0.430122047662735,0.4816824197769165,0.37652647495269775,0.427408367395401,0.4111259877681732,0.44369059801101685,0.4097692370414734,0.4267300069332123,0.38127535581588745,0.37177741527557373,0.4769333004951477,0.434871107339859,0.4267300069332123,0.462007999420166,0.40366342663764954,0.4586159288883209,0.447761207818985,0.4090908467769623,0.3636362850666046,0.4375847280025482,0.49932143092155457,0.45251017808914185,0.4694707989692688,0.41791027784347534,0.47421976923942566,0.4124829173088074,0.3860244154930115,0.42062410712242126,0.42062410712242126,0.4158751368522644,0.3785616159439087,0.4715060889720917
